,loc,numFclt,total_cnts,normalized_entropy,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_beds_7_day_avg,inpatient_beds_used_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,previous_day_total_ED_visits_7_day_sum
200,OR_MEDFORD,2,25290.0,0.907036,"(0.4956268221574344, 0.5043731778425656)","(0.9093513603673433, 0.09064863963265667)","(0.8807046427395456, 0.1192953572604544)","(0.9009097976593197, 0.09909020234068035)","(0.9514214739166437, 0.04857852608335633)","(0.5085349997902948, 0.4914650002097051)"
201,OR_PORTLAND,6,95844.0,0.978051,"(0.1730458221024259, 0.23647798742138365, 0.11266846361185984, 0.10242587601078167, 0.1426774483378257, 0.23270440251572327)","(0.16138415757042815, 0.17808555243320398, 0.2752767104433102, 0.12357821490699852, 0.13911987918411042, 0.12255548546194873)","(0.1797566814698789, 0.1553269314632041, 0.3491095823358223, 0.07613716258910852, 0.07797940603223481, 0.16169023610975142)","(0.19865156313754445, 0.1675895881503358, 0.30389699548578053, 0.08461732760798181, 0.1093775299382776, 0.1358669956800798)","(0.1642739644085539, 0.24282189322566172, 0.3914685210109167, 0.060714819799611186, 0.07409899805592941, 0.06662180349932706)","(0.3203722647215798, 0.11772816224871019, 0.12047455968688846, 0.048123109766945386, 0.09613502935420744, 0.29716687422166876)"
202,OR_SPRINGFIELD,2,27483.0,0.814677,"(0.25316455696202533, 0.7468354430379747)","(0.2054990010465227, 0.7945009989534773)","(0.1599594411897251, 0.840040558810275)","(0.1823656263986654, 0.8176343736013346)","(0.19168591224018475, 0.8083140877598153)","(0.3781402936378467, 0.6218597063621534)"
203,PA_ERIE,2,35154.0,0.997363,"(0.49204545454545456, 0.5079545454545454)","(0.48114938868544327, 0.5188506113145568)","(0.3806865316921145, 0.6193134683078855)","(0.3681858802502234, 0.6318141197497766)","(0.568924375917768, 0.431075624082232)","(0.43036220675431813, 0.5696377932456819)"
204,PA_MONROEVILLE,2,31179.0,0.959233,"(0.6160657811511702, 0.38393421884882983)","(0.6825071691929537, 0.31749283080704627)","(0.6023593346146199, 0.39764066538538007)","(0.6320489148530436, 0.36795108514695646)","(0.8432110379429288, 0.15678896205707119)","(0.5134914145543745, 0.48650858544562553)"
205,PA_PHILADELPHIA,9,259547.0,0.933169,"(0.02054006197432492, 0.2337317397078353, 0.08570163789287295, 0.15945108455068616, 0.10571049136786188, 0.20239043824701194, 0.07197875166002655, 0.05568835768038955, 0.0648074369189907)","(0.03852275875409202, 0.17069680293887668, 0.1863894995155968, 0.09845433577747945, 0.15929242708133548, 0.11624529325655011, 0.04826000075406252, 0.08901216171690199, 0.09312672020510501)","(0.018700109335316677, 0.16482213303263266, 0.24823229813238828, 0.09206787700976478, 0.13041064151383144, 0.09824412279829862, 0.03501129341280423, 0.11027443507230184, 0.10223708969266151)","(0.024920304682973883, 0.14909088833523118, 0.21800985739033155, 0.0924665450902833, 0.1513768668110743, 0.1090020747894531, 0.04504604776867382, 0.10227827293041893, 0.10780914220155995)","(0.010807333547764555, 0.1535541974911547, 0.20999678353168222, 0.08625281440977807, 0.1773431971695079, 0.17552910903827598, 0.02408491476358958, 0.09811514956577677, 0.06431650048247024)","(0.0485952533675433, 0.04022236476373744, 0.13251229420568741, 0.24397690827453497, 0.0, 0.24374599101988453, 0.09352148813341886, 0.10337395766516998, 0.09405174257002352)"
206,PA_PITTSBURGH,8,136696.0,0.912892,"(0.14710180224062347, 0.12631920766358176, 0.06527033609352167, 0.06348433187205715, 0.1552200032472804, 0.03604481246955674, 0.31596038317908753, 0.09059912323429128)","(0.03623526677579053, 0.17592917233489674, 0.09897280652018425, 0.05238947201814368, 0.11355426574799601, 0.10749769096843088, 0.3189188322811629, 0.09650249335339503)","(0.0374957964353772, 0.2064959085304338, 0.09215334603743974, 0.08360049321824907, 0.14773007510368794, 0.1346093487277211, 0.1811231924672122, 0.11679183947987894)","(0.034382361255064546, 0.18412795628003392, 0.10081974936398756, 0.0765334966550457, 0.1505983228116461, 0.15701027042306606, 0.15680768868368983, 0.1397201545274663)","(0.11622590112366837, 0.21401585783081736, 0.09814667682778526, 0.012468989671331053, 0.059880336614077476, 0.1270247920483842, 0.3176592674265886, 0.05457817845734762)","(0.029543287783175193, 0.13088482317156216, 0.059131974395060606, 0.0792323058065102, 0.17048395151405094, 0.06238934035501884, 0.3168497752757979, 0.15148454169882417)"
207,PA_SCRANTON,2,35019.0,0.922395,"(0.6834170854271356, 0.3165829145728643)","(0.30522356078281987, 0.6947764392171801)","(0.25188648293963256, 0.7481135170603674)","(0.2897830018083183, 0.7102169981916817)","(0.7326781326781326, 0.2673218673218673)","(0.07335411699981662, 0.9266458830001834)"
208,PA_YORK,2,60795.0,0.604644,"(0.8627304434479323, 0.13726955655206777)","(0.8845108569626475, 0.11548914303735239)","(0.8575225067468738, 0.14247749325312623)","(0.8841730481222979, 0.11582695187770212)","(0.818041634541249, 0.18195836545875096)","(0.7369458797933097, 0.2630541202066902)"
209,PR_BAYAMON,2,32537.0,0.992132,"(0.3315331533153315, 0.6684668466846685)","(0.5865365083602723, 0.4134634916397276)","(0.5298915134261752, 0.4701084865738247)","(0.5651696921060918, 0.43483030789390814)","(0.47980064939968287, 0.5201993506003172)","(0.5219130751045644, 0.4780869248954355)"
210,PR_MANATI,2,21146.0,0.984642,"(0.34746588693957114, 0.6525341130604289)","(0.4755721265106711, 0.5244278734893288)","(0.4609514341685916, 0.5390485658314085)","(0.5170654864601305, 0.4829345135398695)","(0.5918935643564357, 0.40810643564356436)","(0.49950687474618555, 0.5004931252538145)"
211,PR_SAN JUAN,2,31106.0,0.911973,"(0.6553317926708485, 0.34466820732915154)","(0.7062046636157031, 0.2937953363842969)","(0.6707019192054757, 0.3292980807945242)","(0.7260266580324861, 0.2739733419675139)","(0.7446012401111823, 0.2553987598888176)","(0.9823553977865943, 0.017644602213405722)"
212,RI_PROVIDENCE,3,61993.0,0.902975,"(0.1844559585492228, 0.5475647668393783, 0.267979274611399)","(0.0890882943344219, 0.6442260638563482, 0.2666856418092299)","(0.06552100208591426, 0.6729349978293786, 0.2615440000847072)","(0.06808717098613189, 0.6517102656370032, 0.28020256337686494)","(0.10026662357598772, 0.7639977377393553, 0.13573563868465702)","(0.14841441285751317, 0.5398081741985656, 0.3117774129439212)"
213,SC_CHARLESTON,4,76127.0,0.961609,"(0.33658193509494627, 0.10258213603938511, 0.30935396362905654, 0.2514819652366121)","(0.5342596052586881, 0.06756802663314876, 0.25185650711689367, 0.1463158609912695)","(0.5328405869900613, 0.06328441749488715, 0.26766890316099173, 0.13620609235405978)","(0.4867521598759086, 0.07452097950447607, 0.28907165918150174, 0.14965520143811362)","(0.6929383913620879, 0.028841157110687684, 0.1628558230844737, 0.11536462844275074)","(0.22797403254363038, 0.11008467125152059, 0.4813253519939297, 0.18061594421091934)"
214,SC_COLUMBIA,3,46715.0,0.92838,"(0.5400625978090767, 0.2190923317683881, 0.24084507042253522)","(0.6349622783478382, 0.10867697880529235, 0.2563607428468694)","(0.6101403735463409, 0.15949136614589451, 0.23036826030776458)","(0.5918449886021031, 0.1360149030565973, 0.2721401083412996)","(0.7179996819844172, 0.1313404356813484, 0.15065988233423439)","(0.49704911714402716, 0.2923662467178956, 0.21058463613807724)"
215,SC_FLORENCE,2,55605.0,0.882878,"(0.7066392177045805, 0.29336078229541945)","(0.7492339566724553, 0.2507660433275447)","(0.7178699751251421, 0.28213002487485794)","(0.7120349437606408, 0.2879650562393592)","(0.7685809660058587, 0.2314190339941413)","(0.6750958419345325, 0.3249041580654674)"
216,SC_GREER,2,15105.0,0.987758,"(0.6572052401746725, 0.34279475982532753)","(0.5917608156516947, 0.4082391843483053)","(0.6137529460695965, 0.38624705393040343)","(0.653357675821559, 0.34664232417844104)","(0.6965174129353234, 0.3034825870646766)","(0.6150660264105642, 0.38493397358943576)"
217,SD_SIOUX FALLS,2,55015.0,0.999434,"(0.36554982817869414, 0.6344501718213058)","(0.30695017454776263, 0.6930498254522374)","(0.30141485598787265, 0.6985851440121273)","(0.27699826580482423, 0.7230017341951758)","(0.21063160903115175, 0.7893683909688483)","(0.6921916258015843, 0.30780837419841567)"
218,TN_CHATTANOOGA,3,76011.0,0.995294,"(0.31158821910267, 0.4332507569501789, 0.2551610239471511)","(0.33129459374369896, 0.43923223590422056, 0.22947317035208056)","(0.12430501774299817, 0.6300671575370176, 0.2456278247199843)","(0.33808914749629204, 0.4284316021449202, 0.23347925035878775)","(0.18889998573262948, 0.5707233556855471, 0.24037665858182336)","(0.23172341382930853, 0.46118194090295483, 0.3070946452677366)"
219,TN_JOHNSON CITY,2,37471.0,0.668572,"(0.9001451378809869, 0.09985486211901307)","(0.8730445686817494, 0.1269554313182507)","(0.8922319351268324, 0.10776806487316754)","(0.8911962222523272, 0.10880377774767278)","(0.9562161648779561, 0.04378383512204388)","(0.6916831477047986, 0.3083168522952014)"
220,TN_KNOXVILLE,3,81564.0,0.929427,"(0.5016780775943079, 0.2581554571083367, 0.24016646529735536)","(0.5350383590857718, 0.220681557686394, 0.24428008322783418)","(0.534918888105964, 0.22100912855186172, 0.24407198334217423)","(0.5418560087599233, 0.22313851628798248, 0.23500547495209417)","(0.7516540642722117, 0.11909262759924386, 0.12925330812854444)","(0.7970900717014706, 0.10828492175642435, 0.09462500654210498)"
221,TN_MEMPHIS,4,160638.0,0.831419,"(0.3316510810944535, 0.4920093018653209, 0.11563010241947454, 0.060709514620751075)","(0.30509444877429515, 0.47376244385701305, 0.11708273407306823, 0.10406037329562344)","(0.3198091393224194, 0.4853056582553118, 0.11500740697220602, 0.07987779545006274)","(0.31369110096880964, 0.4600386987300512, 0.12293050660460562, 0.10333969369653355)","(0.2183618492901347, 0.5137968693119767, 0.19912631962140517, 0.06871496177648344)","(0.2198005383337833, 0.5769743677850592, 0.09791457019201663, 0.10531052368914087)"
222,TN_NASHVILLE,6,147705.0,0.961843,"(0.1630009253327639, 0.24464374688589935, 0.1780909673286355, 0.1910456260232045, 0.14997508719481814, 0.07324364723467862)","(0.19838892099543692, 0.299077813272256, 0.1063634784273543, 0.10599120004821891, 0.23223788942977588, 0.05794069782695792)","(0.14635279871746767, 0.2987601050584985, 0.14163710475150937, 0.1295451444554354, 0.25282259439915405, 0.030882252617934987)","(0.20222361781117312, 0.2882199942200387, 0.10580385923571127, 0.1025943134072872, 0.24679879065424715, 0.05435942467154258)","(0.18919206992112556, 0.37600724792155193, 0.09804945640588361, 0.1056277979108932, 0.1963227456832232, 0.03480068215732253)","(0.1769209082431524, 0.2813320032096463, 0.09286287436837197, 0.12315933291405522, 0.18078115850881568, 0.14494372275595846)"
223,TX_AMARILLO,2,69183.0,0.96955,"(0.4162702768630321, 0.5837297231369679)","(0.4401047745014134, 0.5598952254985866)","(0.3575820718677862, 0.6424179281322139)","(0.42211402576771917, 0.5778859742322808)","(0.587348997743263, 0.412651002256737)","(0.5351245366257161, 0.46487546337428387)"
224,TX_ARLINGTON,2,63153.0,0.999817,"(0.5503320744888658, 0.44966792551113427)","(0.4453724201158292, 0.5546275798841707)","(0.3812049215103946, 0.6187950784896055)","(0.4309129623821864, 0.5690870376178135)","(0.33877995642701525, 0.6612200435729847)","(0.34055202772788223, 0.6594479722721178)"
225,TX_AUSTIN,5,121769.0,0.99649,"(0.19015194502238195, 0.3479604060273627, 0.14772082466427086, 0.19897862682050313, 0.11518819746548137)","(0.15542991847817167, 0.10699945170578598, 0.29873826666798, 0.16585079174341144, 0.272981571404651)","(0.1554530640578397, 0.11212033861412932, 0.27655644255148926, 0.1750016177707707, 0.280868537005771)","(0.15908839473393074, 0.1024399320117873, 0.2909060736807169, 0.16658117852940288, 0.28098442104416216)","(0.1896187838016093, 0.17570241392956074, 0.30695158950006596, 0.14127423822714683, 0.1864529745416172)","(0.08379414539765195, 0.1513692985703878, 0.26952429863010424, 0.24617516033871178, 0.2491370970631442)"
226,TX_BEAUMONT,2,39197.0,0.973772,"(0.4895767530006317, 0.5104232469993683)","(0.5208478013278146, 0.47915219867218534)","(0.5336464747255957, 0.4663535252744043)","(0.5396046746501226, 0.46039532534987737)","(-0.0042238138139649595, 1.004223813813965)","(0.4868325857328896, 0.5131674142671104)"
227,TX_BROWNSVILLE,3,42499.0,0.981635,"(0.37974155898290957, 0.4556065027094623, 0.16465193830762817)","(0.4090459274295864, 0.4465871606191322, 0.1443669119512814)","(0.510037245123414, 0.39015844959282875, 0.09980430528375733)","(0.4176428054953001, 0.45356884619357507, 0.12878834831112487)","(0.3850138537525599, 0.49789182026261897, 0.11709432598482111)","(0.4819445414542153, 0.5180554585457847, 0.0)"
228,TX_CORPUS CHRISTI,2,102664.0,0.96016,"(0.6561542620291945, 0.34384573797080553)","(0.7577343827931655, 0.24226561720683448)","(0.6320961667702217, 0.3679038332297782)","(0.7557717250324254, 0.24422827496757457)","(0.6738747099767981, 0.32612529002320184)","(0.5377267169349909, 0.46227328306500914)"
229,TX_DALLAS,9,302377.0,0.938571,"(0.20237522067083935, 0.29949713796608357, 0.07837158294548761, 0.10554753116139731, 0.01853635050553683, 0.07885304659498207, 0.0881613438185417, 0.08166158455036644, 0.0469962017867651)","(0.18937386401693365, 0.17394237741137297, 0.1666005534005521, 0.0719534519253592, 0.007535286601008606, 0.1105711861045088, 0.1730140821256824, 0.0702301717102418, 0.03677902670434039)","(0.20480255839822026, 0.1870995550611791, 0.14444382647385984, 0.07111790878754172, 0.003364849833147942, 0.11688820912124583, 0.18060066740823136, 0.06110678531701891, 0.03057563959955506)","(0.19031438761516667, 0.17416844096890347, 0.16947010494254194, 0.07126950408354335, 0.004735003581197855, 0.10778794419687054, 0.17576959086342314, 0.06931145665528343, 0.037173567093069584)","(0.11946761014236375, 0.1748968073456322, 0.17152725128464325, 0.09176985932103446, 0.023940695813326595, 0.07541066464493303, 0.2366776177238649, 0.051469968831606434, 0.0548395248925954)","(0.332426570598831, 0.13123552549351175, 0.07489370044970531, 0.10027080346530408, 0.017920817556887108, 0.09176683944172824, 0.13613694568001078, 0.11409893516646448, 0.0012498621475572546)"
230,TX_DENTON,2,37830.0,0.996383,"(0.5265332062281538, 0.4734667937718462)","(0.45272313964192457, 0.5472768603580755)","(0.49675879754950847, 0.5032412024504915)","(0.4543137865617125, 0.5456862134382875)","(0.5241042345276873, 0.4758957654723127)","(0.5381143218730225, 0.46188567812697745)"
231,TX_EDINBURG,2,83370.0,0.946486,"(0.6274351803573968, 0.37256481964260324)","(0.4972593912919773, 0.5027406087080226)","(0.5095196884465599, 0.4904803115534401)","(0.49312353612395654, 0.5068764638760435)","(0.46427793983194743, 0.5357220601680526)","(0.7152460598263107, 0.28475394017368927)"
232,TX_EL PASO,6,172961.0,0.925788,"(0.09547244094488189, 0.22941629578911332, 0.2921944539541253, 0.09290482711400205, 0.18606641561109208, 0.10394556658678535)","(0.12554451684886467, 0.2374825418303679, 0.3421445160575595, 0.10814767336506467, 0.11663046445655141, 0.0700502874415918)","(0.1315570765094109, 0.2172492463130449, 0.3348732991118716, 0.10884054428420109, 0.14144870854721747, 0.06603112523425406)","(0.12418633682789193, 0.24093346751079578, 0.34651541979287415, 0.10770925951874451, 0.11314854209393271, 0.06750697425576092)","(0.10654240447343896, 0.2592357875116496, 0.36835041938490215, 0.12208760484622554, 0.09036346691519105, 0.05342031686859273)","(0.08710289236605026, 0.22385016595542911, 0.35120910384068277, 0.058700806069227125, 0.17479058005373796, 0.10434645171487276)"
233,TX_FORT WORTH,7,197761.0,0.903434,"(0.30826207993636906, 0.2987174388546431, 0.14520779479021675, 0.06547027241996421, 0.10797375223702525, 0.03648836746868165, 0.03788029429310002)","(0.20655853337772048, 0.25674789298298234, 0.24977998688161482, 0.11154253092543943, 0.09648934872820882, 0.044694799779822075, 0.034186907324211986)","(0.23757738896366085, 0.27508299685957827, 0.1791296545536115, 0.11414984297891431, 0.10720502467474204, 0.04962464483325856, 0.03723044713623448)","(0.20565712210182213, 0.2476491716609157, 0.24671085820368466, 0.11862098189963073, 0.09727687309562726, 0.04788425449482414, 0.03620073854349537)","(0.15439392131121454, 0.2837649679754943, 0.1961252337192187, 0.16720372359470104, 0.06985718263913752, 0.0832637148426622, 0.045391255917571705)","(0.3082803038325648, 0.21647588882577765, 0.09288265478035679, 0.06307702675382439, 0.12740558181625639, 0.07907733482233112, 0.11280120916888893)"
234,TX_FRISCO,2,16071.0,0.999978,"(0.560233918128655, 0.439766081871345)","(0.7020867020867021, 0.29791329791329796)","(0.6792016199016488, 0.32079838009835115)","(0.6875878220140516, 0.3124121779859485)","(0.7238421955403087, 0.27615780445969124)","(0.616593567251462, 0.38340643274853803)"
235,TX_HARLINGEN,2,39964.0,0.836346,"(0.717995652671319, 0.2820043473286809)","(0.7055698702595944, 0.2944301297404057)","(0.7108896687757769, 0.2891103312242232)","(0.6904154653655652, 0.30958453463443486)","(0.8006915287725365, 0.19930847122746356)","(0.6830669034931912, 0.3169330965068088)"
236,TX_HOUSTON,14,605402.0,0.894303,"(0.03859153198549745, 0.11738769741289252, 0.02267559761568242, 0.2843821053278437, 0.048515946660111844, 0.115667055859399, 0.12560683340502674, 0.06243470779819332, 0.025809623302402752, 0.038668346340564125, 0.05068211147299207, 0.018804154120322006, 0.01454863884962822, 0.03622564984944386)","(-0.0012529454937288836, -0.009402328101764534, -0.004062855912734553, -0.010025728534667535, 0.34681686976873083, -0.0031165482999525257, -0.0038682527534042808, -0.0029241795507760284, -0.0012736836129686002, -0.0011385716239825665, 0.34785185553449083, -0.005384684081985256, -0.0005193257974592382, 0.34830037846020234)","(0.030981480000738092, 0.1493870747504321, 0.08636310515988953, 0.19408325696114553, 0.06121256481384663, 0.07746753925735479, 0.10319932833479926, 0.05196794213345963, 0.03569912843444191, 0.028668786635584725, 0.030367939673147538, 0.12041689988375025, 0.00997964091745038, 0.020205313043959627)","(-0.13124282849824406, -0.9075673107013295, -0.46732113260468944, -0.9538358117270714, 5.558200720917025, -0.30343420762873935, -0.4279372732646414, -0.28735845338958493, -0.14196386142630305, -0.12243419603843346, -0.13475469117630015, -0.5479722759883633, -0.04459949698072532, -0.08777918149259958)","(0.017138040831616408, 0.2240900293438222, 0.04827683086720359, 0.1487872260722982, 0.07324249235187613, 0.0639710932134607, 0.10345258163201598, 0.06814634450895923, 0.029257975900605606, 0.01821502153961416, 0.02253074857963414, 0.15842542298807516, 0.008475369919460574, 0.015990822251357933)","(0.03352330714018723, 0.07663070183912005, 0.0018017412632348186, 0.24189531421275667, 0.020688525554066937, 0.14741519426466698, 0.07757567103312432, 0.04082686904406917, 0.05653435697996245, 0.048819208493803105, 0.07242243902848768, 0.10837746689457924, 0.019823353758667468, 0.053665850493273916)"
237,TX_LAREDO,2,48638.0,0.956262,"(0.6406826568265682, 0.3593173431734317)","(0.6452362977502641, 0.35476370224973575)","(0.6554449231120367, 0.3445550768879633)","(0.6430642140639832, 0.3569357859360168)","(0.605394499309759, 0.39460550069024103)","(0.3398970868279243, 0.6601029131720757)"
238,TX_LUBBOCK,2,85526.0,0.976388,"(0.5231489821653756, 0.4768510178346244)","(0.3303695244310303, 0.6696304755689697)","(0.3937825896588783, 0.6062174103411216)","(0.32359047590111306, 0.676409524098887)","(0.32534191472244567, 0.6746580852775543)","(0.40083864475008385, 0.5991613552499161)"
239,TX_NACOGDOCHES,2,19499.0,0.88156,"(0.2822781310478297, 0.7177218689521703)","(1.0031805316154938, -0.0031805316154936954)","(0.29630659695183004, 0.70369340304817)","(0.4063881215469613, 0.5936118784530386)","(1.0022394124552267, -0.002239412455226801)","(0.47045719741168984, 0.5295428025883102)"
240,TX_PLANO,3,64427.0,0.967687,"(0.5264876632801161, 0.27104499274310595, 0.20246734397677793)","(0.642926982184041, 0.23543636784320165, 0.12163664997275733)","(0.6313524694826089, 0.23991266152510343, 0.12873486899228764)","(0.6418487655689021, 0.2422321705598156, 0.1159190638712823)","(0.7249220374220374, 0.14397089397089397, 0.1311070686070686)","(0.5312291956666465, 0.304272831810204, 0.16449797252314954)"
241,TX_ROUND ROCK,2,37419.0,0.992019,"(0.48729184925503943, 0.5127081507449606)","(0.47882367955660093, 0.5211763204433991)","(0.5330604417892835, 0.46693955821071653)","(0.5198410234117866, 0.4801589765882134)","(0.375997163623471, 0.624002836376529)","(0.53139652922125, 0.4686034707787499)"
242,TX_SAN ANTONIO,6,334435.0,0.877592,"(0.2378681413459831, 0.18774257375510514, 0.13292407600010148, 0.3350752137185764, 0.06932853047867887, 0.03706146470155501)","(0.27302582025247807, 0.18878946434609115, 0.10047067645513007, 0.3481013929478875, 0.043741777389452965, 0.04587086860896026)","(0.26474226054057987, 0.19053378927328507, 0.0841154643675652, 0.36947809426801026, 0.03960068876035262, 0.051529702790206994)","(0.26392961876832843, 0.19076055908900483, 0.09919894377372383, 0.35911693389699256, 0.039644031432887736, 0.0473499130390626)","(0.17963449124275513, 0.2531420817004654, 0.10946239013811208, 0.366345800200383, 0.04484521046557344, 0.04657002625271088)","(0.21426477221470455, 0.10839535408209292, 0.1268042399639152, 0.4692489851150203, 0.03644564727108705, 0.04484100135317997)"
243,TX_SUGAR LAND,2,57472.0,0.951261,"(0.6040439733019238, 0.39595602669807617)","(0.547505267651798, 0.45249473234820214)","(0.5695490804343009, 0.4304509195656991)","(0.5900325225596629, 0.4099674774403371)","(0.6807131280388979, 0.3192868719611021)","(0.5696315418915747, 0.4303684581084253)"
244,TX_THE WOODLANDS,2,49437.0,0.99972,"(0.575611066344346, 0.42438893365565405)","(0.6316543645966977, 0.3683456354033024)","(0.596295820761379, 0.40370417923862106)","(0.5992040436904486, 0.40079595630955145)","(-0.0034505356220311625, 1.0034505356220311)","(0.5805394624370785, 0.41946053756292145)"
245,TX_TYLER,3,94238.0,0.855508,"(0.3824987354577643, 0.5140111279716743, 0.10349013657056146)","(0.432325, 0.50738125, 0.06029375)","(0.3850939563230066, 0.5616302691721686, 0.053275774504824784)","(0.4236779269975921, 0.5131426498886729, 0.06317942311373505)","(0.371374527112232, 0.4979508196721312, 0.13067465321563682)","(-0.010165438330050135, -0.015298918031475634, 1.0254643563615258)"
246,TX_WACO,2,45096.0,0.978932,"(0.5782457496136012, 0.42175425038639874)","(0.4633625204239809, 0.536637479576019)","(0.4699401679898746, 0.5300598320101254)","(0.4821327283040272, 0.5178672716959728)","(0.5311919792053472, 0.4688080207946528)","(0.4880050505050505, 0.5119949494949495)"
247,UT_OGDEN,2,25385.0,0.846786,"(0.7751618599175986, 0.2248381400824014)","(0.6059217324886552, 0.3940782675113448)","(0.6871956548882507, 0.31280434511174926)","(0.5835338755291679, 0.4164661244708321)","(0.6186738519212746, 0.3813261480787254)","(0.6546345811051694, 0.34536541889483063)"
248,UT_SALT LAKE CITY,3,62721.0,0.818377,"(0.2479048918339505, 0.6207366984993179, 0.13135840966673162)","(0.21722974436481082, 0.5277800507323459, 0.25499020490284324)","(0.16249725569947887, 0.5913823186161793, 0.2461204256843419)","(0.20290618239781397, 0.5461900831151087, 0.2509037344870773)","(0.15167709725054496, 0.6497433373180508, 0.19857956543140426)","(0.15017513134851138, 0.5137186223000584, 0.3361062463514302)"
249,VA_ALEXANDRIA,2,25544.0,0.95336,"(0.6234230445752733, 0.37657695542472663)","(0.5524475524475524, 0.44755244755244755)","(0.6222967503180293, 0.3777032496819706)","(0.5524475524475524, 0.44755244755244755)","(0.46669208043457544, 0.5333079195654246)","(0.6419848309551356, 0.35801516904486436)"
250,VA_CHARLOTTESVILLE,2,36271.0,0.781773,"(0.753731343283582, 0.2462686567164179)","(0.8167391880131672, 0.18326081198683264)","(0.8299934619156587, 0.1700065380843413)","(0.7799870214146658, 0.2200129785853342)","(0.9060194830790022, 0.0939805169209978)","(0.8550020813098377, 0.14499791869016235)"
251,VA_FREDERICKSBURG,2,34497.0,0.678523,"(0.8869441816461684, 0.1130558183538316)","(0.8182740630068472, 0.18172593699315281)","(0.8017580121289208, 0.1982419878710791)","(0.7777059239318425, 0.22229407606815754)","(0.7833655705996132, 0.21663442940038685)","(0.31028201746121475, 0.6897179825387852)"
252,VA_NORFOLK,2,42774.0,0.997731,"(0.5667460172129647, 0.43325398278703536)","(0.6748534368460568, 0.32514656315394325)","(0.6834820568787314, 0.3165179431212685)","(0.674855375908536, 0.32514462409146405)","(0.801464009760065, 0.19853599023993493)","(0.47090169681671573, 0.5290983031832842)"
253,VA_RICHMOND,4,118299.0,0.96633,"(0.3497647058823529, 0.22776470588235295, 0.25776470588235295, 0.16470588235294117)","(0.34708567516450983, 0.18684035898622534, 0.2525716318268482, 0.21350233402241653)","(0.3467199751936819, 0.15651471230778627, 0.30844401430121826, 0.18832129819731358)","(0.34172061304228724, 0.1871451433844202, 0.2548220130048011, 0.21631223056849147)","(0.38778649738087356, 0.12803536307518548, 0.3096995306992775, 0.1744786088446634)","(0.20205724739608052, 0.2514001190856295, 0.335769698747875, 0.21077293477041498)"
254,VA_VIRGINIA BEACH,2,30910.0,0.99973,"(0.5495371957490572, 0.45046280425094276)","(0.518780673089677, 0.48121932691032304)","(0.6401607247971746, 0.3598392752028255)","(0.5187762695514366, 0.48122373044856337)","(0.6098374322634431, 0.3901625677365569)","(0.5494574618650732, 0.4505425381349269)"
255,WA_SEATTLE,4,58961.0,0.968736,"(0.17526109660574413, 0.16906005221932116, 0.32702349869451697, 0.3286553524804178)","(0.2081512726472025, 0.3778857335526089, 0.06577924267341925, 0.3481837511267693)","(0.19743649415513506, 0.37485902508010954, 0.07447951164497592, 0.35322496911977946)","(0.1822771398847325, 0.4526069224337659, 0.060652672023691755, 0.3044632656578099)","(0.18190277554949463, 0.4368041071715065, 0.04203433338681213, 0.3392587838921867)","(0.12106863496042522, 0.12921569992804585, 0.5060696794559338, 0.243645985655595)"
256,WA_SPOKANE,4,63330.0,0.9469,"(0.1640701071080818, 0.45301850048685494, 0.2789678675754625, 0.10394352482960077)","(0.6235674404936821, 0.0, 0.0, 0.37643255950631793)","(0.7387862796833773, 0.0, 0.0, 0.2612137203166227)","(0.6261925210649706, 0.0, 0.0, 0.37380747893502936)","(0.7740112994350282, 0.0, 0.0, 0.22598870056497175)","(0.15956518964453614, 0.4604011997702568, 0.26003531238698974, 0.11999829819821736)"
257,WA_TACOMA,2,56406.0,0.999985,"(0.47350835322195706, 0.5264916467780429)","(0.4853857788525461, 0.514614221147454)","(0.4819227919495562, 0.5180772080504438)","(0.42911595762416455, 0.5708840423758355)","(0.4286218333215722, 0.5713781666784278)","(0.7874458951568373, 0.21255410484316276)"
258,WA_VANCOUVER,2,46131.0,0.96965,"(0.5931393834129396, 0.40686061658706035)","(0.697907949790795, 0.30209205020920504)","(0.7499580023518683, 0.25004199764813173)","(0.7771694816540478, 0.22283051834595224)","(0.7370441458733206, 0.2629558541266795)","(0.5975269769425039, 0.40247302305749616)"
259,WI_APPLETON,2,18802.0,0.99326,"(0.41857193105874074, 0.5814280689412592)","(0.5050889596767928, 0.49491104032320726)","(0.47844554902846814, 0.5215544509715319)","(0.521691730528746, 0.47830826947125404)","(0.35680504466631635, 0.6431949553336836)","(0.4688094457199082, 0.5311905542800919)"
260,WI_EAU CLAIRE,2,25027.0,0.995139,"(0.4266826923076923, 0.5733173076923077)","(0.39228604164591013, 0.6077139583540898)","(0.43437382474614517, 0.5656261752538548)","(0.3572495919446424, 0.6427504080553575)","(0.4233937397034596, 0.5766062602965404)","(0.3468217838475805, 0.6531782161524194)"
