date,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,TN,TX,UT,VA,WA,WI,WV
2020-12-29,2,140,41,222,591,36,99,38,491,149,30,7,249,139,35,36,91,81,101,9,133,30,63,27,23,89,17,297,20,75,413,496,68,17,210,59,132,1020,25,93,50,56,21
2020-12-30,2,120,50,218,540,36,90,37,490,165,23,9,236,100,27,48,147,75,79,24,130,34,70,29,14,97,15,277,22,71,465,503,96,14,230,65,95,961,13,121,58,50,24
2020-12-31,9,110,45,217,595,38,78,48,482,159,35,18,228,93,20,47,85,69,87,8,122,27,71,32,15,77,20,308,15,63,418,435,83,19,204,83,91,953,24,120,54,47,14
2021-01-01,1,154,59,257,614,18,38,28,830,175,24,17,885,98,20,34,88,61,80,12,124,23,83,69,20,80,22,369,22,168,440,324,65,10,156,49,110,1020,26,80,70,44,25
2021-01-02,7,139,47,218,570,18,54,34,443,177,16,17,173,96,22,39,90,64,80,13,127,27,75,32,12,64,22,305,17,75,426,356,59,16,159,60,78,838,15,48,41,35,20
2021-01-03,4,84,39,172,497,34,59,24,411,160,16,7,169,69,20,33,94,74,87,12,101,38,72,20,15,78,16,260,10,56,340,316,55,18,147,58,85,756,15,45,43,36,22
2021-01-04,11,158,63,203,619,35,103,40,588,178,33,13,212,117,28,43,124,102,98,16,172,31,92,39,16,88,12,395,22,61,526,487,92,28,211,81,106,1094,31,153,47,54,23
2021-01-05,3,141,52,244,604,23,84,44,516,174,30,11,225,113,24,56,127,76,107,11,148,39,89,35,15,97,26,395,27,72,499,435,117,21,206,71,118,1056,26,145,61,43,19
2021-01-06,2,150,47,221,622,40,95,34,521,181,32,13,212,92,20,31,100,67,101,14,134,25,83,30,2,88,21,359,20,62,497,517,95,23,221,85,76,1051,17,126,56,45,13
2021-01-07,6,158,51,215,555,24,96,40,537,183,27,10,194,110,27,47,107,89,82,11,134,22,80,28,9,85,19,288,23,62,472,443,103,24,190,69,95,1011,25,121,32,43,14
2021-01-08,2,140,66,223,590,29,94,49,531,247,17,13,214,98,27,47,105,65,90,10,119,28,76,28,12,92,21,303,30,68,485,469,92,22,219,97,104,1006,25,115,38,44,19
2021-01-09,4,111,36,176,501,33,77,39,477,182,13,7,184,83,16,34,88,56,68,12,128,19,50,23,8,62,7,285,11,62,374,338,52,17,138,58,63,856,16,69,44,38,26
2021-01-10,3,96,32,190,450,24,57,26,434,137,8,9,177,58,14,34,80,65,74,6,102,20,52,27,12,62,10,231,10,63,324,299,48,25,125,44,77,724,27,70,39,25,13
2021-01-11,0,142,42,237,566,25,73,50,548,191,24,11,208,107,18,34,94,68,102,16,123,22,74,25,11,95,19,363,35,79,521,398,75,15,174,90,104,1019,28,130,47,30,26
2021-01-12,3,112,56,230,554,29,86,32,514,196,22,4,197,75,19,57,86,73,74,13,103,28,59,22,13,117,27,305,16,60,473,405,80,25,170,72,78,994,20,107,39,49,18
2021-01-13,2,131,57,200,543,23,79,36,547,190,24,8,181,87,27,47,97,60,80,9,135,19,75,28,14,88,16,283,21,60,552,407,85,11,188,64,82,981,25,110,35,41,14
2021-01-14,3,120,67,235,519,22,87,45,506,181,24,9,195,98,25,40,100,81,92,18,118,27,72,25,12,101,13,331,11,61,537,433,77,20,211,86,86,956,18,118,33,31,14
2021-01-15,1,115,51,215,581,33,93,41,527,180,19,11,192,67,26,46,116,73,104,8,106,17,58,27,17,74,10,285,27,55,530,380,74,20,158,69,82,960,18,89,32,32,18
2021-01-16,1,76,35,169,436,20,42,22,454,135,14,5,149,63,25,46,85,63,80,16,85,12,57,23,11,64,16,234,18,64,423,306,46,11,142,51,76,771,13,78,43,30,18
2021-01-17,2,70,56,163,389,19,51,27,414,138,10,5,145,60,16,38,79,60,74,5,80,18,36,15,11,62,15,225,17,62,361,258,50,12,113,52,51,684,13,72,29,30,13
2021-01-18,1,105,41,196,478,29,87,40,482,215,22,8,173,72,32,39,90,67,80,13,100,19,53,20,13,93,11,330,17,70,522,394,66,9,163,61,94,929,15,92,26,29,16
2021-01-19,4,109,51,197,458,15,73,45,448,144,17,6,147,46,18,48,88,71,75,7,87,26,65,23,15,83,18,260,22,41,481,328,53,17,152,55,86,914,21,95,47,35,15
2021-01-20,1,93,52,191,446,20,63,38,444,166,22,4,165,73,20,40,98,73,80,9,116,22,72,28,14,88,20,271,22,67,545,304,51,13,163,62,64,886,16,102,24,30,12
2021-01-21,2,126,42,179,466,24,68,32,482,149,16,12,170,78,16,49,91,73,86,11,96,31,59,25,6,73,23,287,13,60,549,316,75,16,140,67,72,850,14,107,30,36,17
2021-01-22,2,99,36,204,416,27,61,32,443,146,27,5,180,68,30,45,93,75,82,9,87,18,55,26,16,73,12,277,14,60,538,297,72,11,147,65,71,837,18,115,29,32,16
2021-01-23,2,73,47,176,355,19,45,18,411,121,7,9,142,43,16,29,75,42,61,5,65,16,43,19,4,43,12,218,11,59,387,202,42,9,85,35,40,686,16,77,22,16,8
2021-01-24,1,65,32,151,326,23,42,23,341,102,13,4,120,48,13,37,57,35,63,6,53,12,34,20,7,57,4,222,10,44,358,197,42,10,90,35,37,583,10,64,24,18,8
2021-01-25,2,100,39,188,413,24,75,36,473,137,11,7,176,67,16,48,87,61,79,7,99,16,39,24,7,67,8,375,12,43,497,313,75,11,125,63,57,869,15,124,33,37,15
2021-01-26,2,95,44,191,343,20,79,28,423,166,12,5,137,65,19,45,92,51,64,2,83,19,54,26,8,66,9,278,16,47,533,329,69,8,128,64,69,796,26,110,27,41,12
2021-01-27,2,85,30,189,326,23,76,23,517,137,24,6,147,59,11,32,79,63,92,6,71,10,42,20,10,68,14,297,16,32,508,279,60,8,132,46,45,766,16,100,39,42,15
2021-01-28,2,66,29,153,360,16,78,31,426,118,12,4,124,45,17,29,53,59,65,9,61,12,53,14,3,66,6,315,13,37,490,272,50,16,115,58,48,706,18,90,32,35,14
2021-01-29,1,72,34,154,332,16,72,35,428,111,25,6,132,39,9,35,64,47,72,7,74,21,42,13,5,54,13,280,16,39,493,256,38,12,112,60,45,727,15,99,37,29,14
2021-01-30,0,62,25,144,269,18,41,21,369,94,15,6,97,29,10,31,57,30,59,6,72,17,34,17,3,44,7,240,17,47,360,196,39,8,75,35,34,640,18,46,19,22,10
2021-01-31,1,57,17,116,261,13,35,26,320,95,8,5,102,35,9,27,57,42,43,4,52,14,21,15,6,39,6,218,12,32,359,198,25,7,78,26,40,567,11,51,27,21,9
2021-02-01,2,84,39,147,310,15,26,31,432,124,20,8,161,54,7,36,55,53,71,3,66,19,34,19,6,80,15,188,17,61,443,284,56,14,86,40,61,806,16,107,23,32,12
2021-02-02,1,76,28,118,283,21,73,32,345,139,10,6,136,48,10,35,57,45,70,9,64,11,43,19,4,61,13,312,8,48,457,223,41,12,99,40,44,662,5,105,28,18,12
2021-02-03,3,62,30,136,276,17,68,26,344,114,4,8,127,47,13,39,68,49,75,9,57,12,37,19,7,57,12,310,10,36,496,234,47,17,130,47,57,622,6,106,28,27,11
2021-02-04,3,62,32,107,265,24,67,29,361,114,11,4,131,40,9,39,57,61,62,3,66,9,43,24,4,58,14,276,12,37,534,225,36,9,142,44,49,659,8,89,27,26,10
2021-02-05,1,51,18,111,248,13,74,35,356,115,13,8,118,38,6,32,34,46,68,4,49,10,32,22,2,73,6,318,15,31,510,215,52,9,117,46,47,543,8,80,27,21,17
2021-02-06,0,33,19,106,222,14,44,22,305,88,7,3,97,30,8,39,34,35,59,3,53,8,22,10,1,55,8,263,11,23,423,149,36,7,79,27,43,444,6,38,26,13,10
2021-02-07,1,33,15,62,162,15,21,14,241,70,3,3,91,22,7,26,25,29,31,1,34,10,19,13,2,34,8,196,6,17,290,131,17,10,56,34,34,394,7,36,12,19,7
2021-02-08,0,58,29,118,240,12,56,27,346,91,12,12,124,47,7,42,47,39,50,2,61,20,24,13,6,51,5,343,10,32,490,227,27,12,85,39,52,579,11,62,32,13,12
2021-02-09,0,55,24,100,218,16,45,25,343,99,7,6,108,46,6,34,40,35,52,9,62,16,27,21,4,56,10,249,16,36,500,190,38,7,92,41,46,510,5,61,21,14,10
2021-02-10,1,53,17,91,183,14,57,26,344,81,7,4,127,26,7,21,43,32,52,6,69,12,20,15,3,47,3,293,7,39,438,185,27,11,101,40,49,534,9,62,20,14,8
2021-02-11,0,43,20,101,194,12,28,19,356,86,11,6,116,28,8,22,33,26,47,4,48,11,31,14,3,36,7,259,10,29,449,178,28,14,78,47,42,418,9,80,23,15,10
2021-02-12,1,39,36,76,166,14,53,16,321,74,6,5,100,22,10,24,22,49,40,2,41,9,26,11,3,43,5,238,6,22,442,162,35,6,69,34,39,470,12,53,22,20,9
2021-02-13,0,35,17,58,150,6,30,17,224,57,8,4,66,22,7,20,27,29,46,1,37,12,16,10,4,30,5,211,5,23,308,125,17,8,57,20,44,360,4,31,18,13,6
2021-02-14,1,29,16,59,124,10,27,7,234,60,7,3,68,12,4,20,22,9,26,1,40,17,20,8,4,24,3,160,3,21,275,131,20,9,57,23,29,260,7,34,16,7,8
2021-02-15,2,38,15,72,162,13,68,26,326,88,2,2,88,19,11,27,23,39,46,7,45,11,21,4,9,45,11,258,8,22,391,182,29,5,77,38,29,376,9,58,21,20,5
2021-02-16,3,29,23,67,148,12,40,30,297,64,10,4,92,21,5,25,26,46,36,3,27,11,20,11,10,40,9,230,13,19,449,143,20,9,85,26,26,373,13,66,22,8,7
2021-02-17,3,49,11,61,163,9,38,21,298,77,9,6,100,27,11,24,28,30,41,8,39,13,22,10,9,26,4,179,13,19,454,144,27,6,81,34,24,361,11,52,26,14,7
2021-02-18,3,43,20,55,153,21,42,11,295,62,7,3,86,40,5,20,33,28,41,3,68,8,17,13,3,42,4,186,9,15,403,160,22,6,48,34,30,365,10,39,18,13,5
2021-02-19,2,31,11,60,152,11,48,15,311,58,13,2,87,24,12,16,29,19,30,1,52,13,31,10,5,31,7,187,10,25,425,135,24,9,67,27,37,408,7,65,16,19,9
2021-02-20,1,33,19,43,92,10,30,14,262,46,6,2,60,22,5,27,30,27,38,4,28,9,19,10,2,28,4,165,10,13,323,96,16,8,71,20,29,332,5,32,20,8,14
2021-02-21,2,21,13,44,88,7,24,13,237,33,7,3,60,16,6,12,23,25,24,1,36,9,11,11,6,18,4,140,5,10,281,81,15,6,49,20,18,297,3,37,20,6,2
2021-02-22,3,36,13,51,103,15,42,21,312,52,9,4,83,30,5,22,28,24,32,2,45,14,18,13,2,44,3,220,7,25,431,136,26,15,80,32,31,432,9,64,18,12,4
2021-02-23,1,31,20,60,112,5,51,17,306,50,8,2,83,18,10,20,28,26,40,2,53,7,15,7,6,32,6,186,11,17,443,148,29,9,82,31,26,394,9,44,15,13,12
2021-02-24,2,25,19,47,100,8,38,11,251,54,6,1,83,20,11,17,34,29,42,8,50,12,21,8,8,38,4,194,7,23,426,118,15,9,76,24,35,353,13,44,8,11,6
2021-02-25,2,29,11,57,80,12,35,11,274,46,7,7,87,15,13,19,29,28,35,2,44,7,15,6,4,35,8,192,5,14,427,105,25,6,60,18,19,333,10,46,19,19,9
2021-02-26,1,29,9,44,91,8,38,11,270,41,6,4,69,28,6,19,36,15,36,4,53,9,25,14,3,31,8,179,5,16,429,124,21,8,58,25,34,379,7,46,15,10,4
2021-02-27,2,19,15,28,79,9,27,11,262,46,5,3,50,17,7,10,33,14,28,3,45,8,13,9,2,30,4,146,6,11,301,82,14,11,61,16,28,317,3,29,9,11,11
2021-02-28,1,18,7,33,52,12,28,7,218,33,7,2,65,15,4,7,21,10,39,2,43,12,5,12,3,27,2,124,5,14,241,73,7,7,42,18,20,244,1,32,9,6,6
2021-03-01,1,30,15,38,92,6,46,12,290,36,8,4,96,13,8,11,25,16,44,4,56,4,19,9,6,34,10,217,5,28,464,133,15,9,57,24,31,368,8,39,12,9,7
2021-03-02,2,15,12,26,69,8,31,14,264,45,8,4,68,16,5,17,25,21,37,2,27,13,19,6,4,23,6,164,8,22,372,90,9,10,65,24,14,306,10,35,13,14,4
2021-03-03,2,24,11,35,62,6,45,9,249,38,4,3,66,11,4,17,33,20,41,5,63,12,11,4,2,18,6,175,7,17,403,129,11,6,51,22,31,288,9,43,15,15,6
2021-03-04,3,26,14,32,67,13,25,13,229,40,7,5,69,24,5,10,24,23,36,8,54,9,12,6,1,28,9,171,7,13,427,107,7,3,44,10,21,278,7,47,7,11,6
2021-03-05,3,12,8,26,78,11,25,6,237,34,8,3,59,9,4,9,32,19,27,2,53,12,22,6,2,25,4,192,5,15,390,93,8,3,59,18,24,245,8,37,12,12,14
2021-03-06,2,17,9,25,79,10,23,7,209,42,6,4,57,10,5,12,16,6,48,4,54,10,11,8,2,16,3,162,2,15,269,67,9,4,37,10,25,235,10,30,6,5,5
2021-03-07,2,14,5,30,55,4,10,3,177,34,6,4,41,7,5,7,15,17,25,3,60,9,14,5,6,11,4,177,6,11,237,54,6,4,39,9,15,188,3,31,16,6,6
2021-03-08,1,20,9,30,70,4,14,12,263,41,4,6,69,18,3,16,25,7,49,3,50,4,22,9,4,21,4,225,5,10,404,91,8,10,48,12,24,259,4,36,16,9,6
2021-03-09,2,17,8,30,61,8,22,10,265,40,8,3,75,16,3,10,22,9,41,2,55,15,17,7,4,26,6,188,4,14,347,78,10,3,61,12,29,229,5,37,8,12,6
2021-03-10,1,18,6,29,71,6,25,12,233,38,10,2,80,13,3,12,12,13,32,2,61,10,20,8,4,27,4,180,2,11,372,102,15,4,68,15,22,224,6,37,15,14,5
2021-03-11,5,19,9,21,68,10,25,19,236,35,11,4,64,14,3,12,17,11,53,7,57,16,16,11,3,25,9,175,5,13,366,87,13,7,47,11,31,256,11,33,15,13,3
2021-03-12,2,19,3,19,57,11,21,13,235,25,4,3,59,18,6,10,27,10,46,3,52,8,15,14,1,22,4,187,2,19,376,81,6,7,67,21,19,233,4,37,18,7,5
2021-03-13,3,9,9,26,39,11,21,15,174,23,4,4,54,15,1,14,12,14,33,6,50,6,8,6,2,19,7,152,4,11,267,80,9,4,42,10,19,190,3,27,13,13,14
2021-03-14,2,13,7,32,41,7,17,8,183,20,5,3,52,10,2,6,15,5,27,4,65,5,7,4,0,15,4,151,5,6,262,78,5,8,42,12,15,140,3,29,15,8,6
2021-03-15,6,17,6,24,62,11,29,9,253,27,7,4,66,18,4,10,19,14,36,9,80,11,13,10,1,21,3,224,3,19,331,74,11,6,60,14,26,239,4,40,17,11,9
2021-03-16,3,22,9,16,50,11,31,11,237,29,10,5,61,16,3,6,20,12,39,4,92,10,24,3,1,22,5,190,4,15,337,72,6,5,64,13,24,207,1,37,6,9,4
2021-03-17,2,11,8,24,57,9,27,21,219,28,5,7,56,15,2,8,24,19,39,9,103,21,15,6,4,22,6,170,5,9,378,90,7,6,67,17,24,228,4,31,9,7,7
2021-03-18,5,18,5,16,55,12,38,13,205,35,10,1,71,10,3,15,12,7,42,4,74,24,23,8,3,22,3,152,2,16,341,77,9,6,74,17,35,178,4,33,24,12,5
2021-03-19,1,8,7,16,33,11,33,12,206,36,11,3,78,16,1,11,20,15,36,3,72,11,16,7,3,26,4,194,7,14,336,73,10,7,62,16,15,158,5,35,17,7,4
2021-03-20,1,9,7,19,42,9,19,8,192,29,3,3,63,11,5,11,18,14,42,5,86,18,11,4,2,11,5,141,4,15,289,60,9,4,58,17,20,168,3,22,22,7,11
2021-03-21,2,8,3,11,39,6,16,13,174,28,8,3,70,11,3,5,16,7,32,3,93,12,9,5,2,17,3,143,3,6,290,58,3,4,48,7,16,143,4,21,16,5,3
2021-03-22,1,13,5,13,52,12,24,16,193,29,3,6,93,19,4,6,18,15,57,1,143,11,25,6,1,22,4,199,4,13,403,105,10,8,65,26,25,187,4,23,20,14,6
2021-03-23,2,17,9,24,47,7,33,10,193,44,10,5,94,17,4,10,13,21,26,5,119,22,20,4,4,13,3,174,5,17,405,101,13,6,66,18,29,173,8,28,15,20,7
2021-03-24,0,11,9,13,48,7,34,16,225,31,9,6,93,20,2,8,6,14,55,6,137,21,13,5,0,16,4,191,7,12,368,108,15,6,77,16,26,177,5,21,25,10,2
2021-03-25,0,16,9,16,46,9,24,20,218,36,7,7,97,14,2,9,17,17,62,9,135,15,16,4,1,15,9,190,5,8,393,90,13,5,98,16,29,176,3,35,15,13,2
2021-03-26,2,9,6,18,45,12,42,10,201,29,5,4,94,16,1,15,13,15,44,3,152,22,11,3,0,20,3,237,5,8,364,116,5,5,90,17,28,179,4,37,18,6,15
2021-03-27,2,12,4,16,37,8,37,12,197,18,8,4,78,12,2,6,17,8,48,3,130,15,8,5,2,22,7,182,4,13,277,99,6,7,78,15,39,140,6,34,15,9,4
2021-03-28,2,13,6,20,31,6,28,16,168,29,6,4,84,12,2,9,12,19,49,2,166,11,8,3,0,17,4,190,7,16,244,84,6,8,81,13,19,109,3,20,15,10,3
2021-03-29,1,14,5,26,42,17,40,17,216,30,10,2,95,22,0,14,19,25,59,5,179,27,15,8,2,27,5,261,4,20,361,125,9,8,100,11,38,154,2,38,21,15,8
2021-03-30,2,13,6,24,48,11,36,14,229,24,6,3,99,12,4,8,13,26,45,1,221,17,13,1,1,19,7,220,3,9,376,123,7,8,111,18,33,157,6,31,21,14,6
2021-03-31,2,10,4,28,41,9,30,7,219,23,6,2,107,23,3,11,14,26,70,4,213,27,13,7,1,15,8,235,7,20,359,119,10,7,118,16,24,174,3,25,25,7,11
2021-04-01,6,20,9,20,48,13,34,22,239,33,17,5,135,18,4,6,9,25,85,10,222,20,24,7,0,20,3,230,5,20,363,114,7,7,99,19,31,176,4,27,21,15,8
2021-04-02,1,9,7,22,40,14,38,16,185,19,12,1,97,21,2,8,10,28,53,3,258,36,15,2,0,17,6,212,4,16,345,119,3,7,104,15,19,166,9,34,20,13,13
2021-04-03,2,17,10,24,30,8,25,21,198,22,7,4,93,22,2,4,10,14,52,4,246,26,10,2,1,19,5,231,3,11,313,105,6,6,97,11,16,127,2,23,23,10,5
2021-04-04,0,12,6,19,28,10,31,14,195,16,6,2,101,14,3,6,8,12,44,4,228,26,18,4,2,16,2,176,3,11,281,93,5,6,93,11,21,109,3,26,18,8,5
2021-04-05,3,11,6,22,36,17,41,24,270,36,9,4,117,21,2,4,12,16,75,3,328,25,18,4,3,27,8,258,4,21,397,139,6,2,125,25,32,163,8,46,19,18,8
2021-04-06,3,12,5,13,40,15,28,20,261,32,9,4,143,20,4,7,14,10,80,10,267,34,17,7,1,17,12,235,4,10,354,126,5,9,108,17,22,142,2,36,25,18,3
2021-04-07,7,17,6,19,36,13,37,12,233,28,17,2,132,20,7,10,8,11,72,2,281,28,17,4,2,15,8,253,3,7,348,120,5,6,104,9,31,128,13,26,20,14,8
2021-04-08,3,14,5,27,41,7,35,17,231,31,5,1,136,24,3,5,12,11,60,3,309,33,10,3,2,14,9,244,3,10,318,108,2,5,106,15,41,153,3,40,27,18,8
2021-04-09,2,17,5,19,50,23,32,9,263,30,9,4,140,22,3,8,9,16,71,6,285,27,15,3,2,23,4,224,2,19,302,145,8,9,103,13,42,170,5,26,26,8,16
2021-04-10,2,15,11,26,40,7,35,19,214,27,3,2,152,22,4,9,10,19,43,3,281,32,15,7,1,19,8,186,3,11,238,123,4,6,101,11,30,111,2,25,27,11,7
2021-04-11,3,6,5,25,34,10,20,23,207,11,10,5,150,18,5,5,11,14,49,8,273,31,12,1,2,24,3,175,4,11,239,105,3,6,98,8,22,118,2,24,22,10,3
2021-04-12,2,7,11,20,54,17,24,16,251,31,8,2,168,36,4,17,13,18,55,6,333,34,20,3,5,30,8,236,4,19,304,142,5,6,124,10,41,148,3,28,25,16,8
2021-04-13,2,14,6,19,43,27,26,22,219,23,7,1,155,20,4,7,11,22,63,5,320,33,15,2,3,21,4,195,4,19,310,155,7,14,121,13,29,153,5,32,19,18,6
2021-04-14,3,15,5,17,41,24,25,24,259,25,6,5,144,27,6,16,23,13,67,10,325,30,15,6,2,34,7,199,2,22,334,129,6,16,130,18,29,142,4,32,19,18,6
2021-04-15,3,20,2,22,37,20,29,14,251,31,13,5,181,27,5,5,16,26,76,4,330,37,22,5,7,21,10,191,5,11,293,117,5,14,135,12,28,130,7,35,16,25,8
2021-04-16,1,18,10,18,35,13,34,15,252,28,12,5,153,30,5,9,19,19,72,1,320,51,6,5,6,27,10,212,5,8,319,119,5,11,138,15,22,153,3,45,25,16,13
2021-04-17,1,17,2,20,30,14,21,17,212,29,10,7,131,23,4,11,8,9,60,2,273,33,8,4,6,20,8,161,3,17,267,119,6,10,122,8,26,154,2,31,27,10,8
2021-04-18,3,9,3,13,22,12,21,16,199,31,7,1,138,20,1,9,16,16,73,4,206,32,13,6,6,17,8,154,3,13,227,114,7,9,97,7,38,107,3,31,28,14,9
2021-04-19,6,11,4,14,41,25,34,13,297,39,4,3,167,14,4,16,14,19,52,6,296,33,9,2,6,25,5,209,3,18,318,118,6,10,154,12,31,165,4,31,25,16,8
2021-04-20,3,13,4,33,34,15,25,21,246,34,9,4,175,20,3,13,12,19,65,7,259,19,8,7,9,24,7,202,3,20,296,142,9,15,122,18,32,163,4,26,31,21,10
2021-04-21,2,9,7,26,41,14,20,14,260,28,7,4,155,17,5,7,10,23,68,6,231,36,11,4,1,27,5,177,4,24,265,107,5,10,136,10,26,139,5,30,23,17,7
2021-04-22,3,25,6,28,43,22,27,11,248,27,2,3,154,13,5,6,14,15,47,8,242,31,8,6,2,29,6,157,4,16,251,118,2,13,120,17,28,135,6,40,33,25,8
2021-04-23,2,18,7,22,32,22,28,14,248,28,8,4,126,40,4,8,17,23,40,5,241,24,15,3,3,28,3,157,7,20,246,114,6,12,115,10,21,154,3,36,33,10,12
2021-04-24,7,19,5,23,27,18,15,20,208,25,4,3,151,23,3,9,10,6,53,5,216,22,12,7,3,21,7,158,4,13,206,85,4,12,93,14,22,128,3,23,27,10,7
2021-04-25,2,6,4,26,25,17,19,9,233,21,2,2,140,16,4,18,8,24,41,5,192,25,10,5,3,24,5,131,4,12,189,79,3,12,93,8,20,100,1,20,30,10,3
2021-04-26,3,13,7,26,39,24,26,17,275,26,7,1,152,32,5,8,14,16,49,6,236,31,17,6,2,18,13,178,5,18,246,124,9,15,97,13,30,157,4,38,41,20,4
2021-04-27,2,11,4,24,36,17,30,12,214,20,8,2,147,14,7,13,8,27,62,3,227,21,10,7,4,26,3,135,4,12,243,109,2,21,103,17,19,137,7,16,27,16,9
2021-04-28,2,17,7,17,39,17,25,17,214,22,6,2,167,33,8,17,15,25,50,5,189,21,24,8,2,19,5,145,3,19,230,113,5,13,87,11,31,131,3,22,28,14,8
2021-04-29,5,16,7,20,36,36,31,19,219,20,6,7,139,27,6,15,11,25,35,4,193,27,26,8,4,20,2,122,5,12,222,133,5,17,85,10,19,135,6,21,43,18,9
2021-04-30,3,11,11,29,26,25,14,9,234,31,10,4,140,36,8,6,15,10,32,4,210,21,20,4,3,22,6,141,4,14,219,102,9,19,91,4,27,138,3,19,42,11,18
2021-05-01,3,9,9,25,23,16,15,13,208,26,4,1,142,30,2,13,16,12,37,4,183,27,9,3,2,20,6,118,1,17,189,116,7,14,69,11,16,151,3,19,30,19,7
2021-05-02,5,12,7,16,33,24,8,13,191,21,3,3,131,26,9,13,12,8,27,7,172,19,11,6,6,20,3,98,3,16,152,104,1,18,69,8,22,114,2,12,22,14,7
2021-05-03,1,25,4,29,25,26,14,4,239,26,6,3,164,22,9,7,16,15,37,1,197,21,11,6,12,24,3,120,2,10,215,130,10,19,97,10,39,162,3,27,38,14,7
2021-05-04,1,14,5,18,24,14,10,12,194,31,6,1,137,39,6,9,13,10,36,4,204,20,23,5,10,13,5,134,4,16,198,102,6,17,101,9,27,134,3,21,36,16,7
2021-05-05,2,17,8,21,26,22,15,9,187,37,13,0,172,16,3,15,12,15,37,5,179,21,20,3,6,20,5,125,4,14,189,90,5,18,86,9,36,130,7,27,33,18,4
2021-05-06,2,24,9,21,26,18,17,8,205,27,5,0,163,15,7,12,20,10,40,8,146,18,21,8,9,16,9,103,2,9,168,100,7,10,68,8,13,126,4,20,27,13,5
2021-05-07,2,12,3,26,33,21,18,8,203,21,2,2,160,28,6,14,13,10,42,4,159,12,18,2,6,14,5,110,5,18,187,89,5,18,77,13,35,134,5,24,31,19,7
2021-05-08,3,18,7,22,20,16,14,10,159,20,4,1,116,22,3,11,16,7,28,6,132,20,20,8,7,12,2,96,5,12,103,89,4,16,58,7,16,133,1,18,31,14,7
2021-05-09,1,15,2,21,25,14,5,7,139,22,8,2,91,24,1,6,7,13,24,5,114,15,15,7,6,14,3,92,1,14,113,62,2,20,62,8,21,75,1,14,31,6,12
2021-05-10,2,20,7,25,23,17,9,9,171,21,7,2,152,23,8,15,23,14,38,3,175,20,11,3,6,17,4,99,1,14,151,105,6,18,52,14,24,137,2,20,28,13,7
2021-05-11,3,18,10,29,20,29,9,6,182,24,7,1,121,32,4,6,15,8,29,5,126,22,15,3,7,20,3,99,1,14,137,96,5,17,68,8,29,113,7,23,26,15,7
2021-05-12,0,18,5,15,22,23,14,7,173,17,3,3,121,21,4,12,13,14,31,6,136,20,15,3,5,15,3,105,1,17,141,81,10,21,65,12,19,130,2,19,31,12,5
2021-05-13,1,19,9,23,16,20,19,6,177,19,4,0,132,25,5,11,19,21,20,8,99,16,20,6,9,11,4,82,3,8,104,97,4,18,64,9,21,114,4,22,18,17,3
2021-05-14,2,11,6,17,29,19,11,6,152,19,6,2,135,21,3,10,15,7,21,7,131,7,17,3,6,9,2,96,1,12,114,82,4,15,56,9,18,116,5,27,33,11,6
2021-05-15,1,12,11,22,23,14,8,6,134,19,3,4,90,23,4,9,12,9,20,6,107,6,9,3,3,5,1,77,3,14,86,69,2,15,44,8,12,96,3,11,25,7,14
2021-05-16,1,8,7,15,20,17,4,9,128,19,3,1,74,23,2,12,12,6,20,2,76,12,9,5,3,11,1,81,2,15,95,71,3,12,44,6,16,71,4,18,19,13,6
2021-05-17,0,15,9,33,34,26,8,6,159,21,4,2,114,26,4,9,18,8,25,8,103,17,6,4,5,19,1,80,2,13,120,108,7,21,57,5,21,127,3,31,24,10,8
2021-05-18,2,7,10,24,29,24,9,9,153,17,4,1,103,25,7,12,13,12,18,5,99,11,10,4,3,22,2,89,2,13,114,75,4,15,49,10,15,94,3,20,19,7,8
2021-05-19,3,14,11,26,25,24,10,6,171,16,7,5,73,24,5,17,19,10,15,5,86,5,10,10,11,20,4,83,1,14,131,73,8,12,60,12,23,100,4,21,21,8,4
2021-05-20,1,8,6,32,23,22,8,8,161,25,5,2,98,13,3,6,9,15,29,8,96,13,11,3,7,12,2,80,1,10,120,86,5,7,55,3,19,109,9,18,31,19,4
2021-05-21,3,12,7,25,21,17,11,10,153,22,5,5,89,28,5,9,13,10,18,5,97,11,13,6,5,21,4,75,4,6,124,81,8,16,41,6,14,100,2,14,21,10,14
2021-05-22,0,6,5,14,21,21,6,8,146,21,6,3,98,20,3,6,18,10,13,5,78,11,8,5,2,11,3,52,3,6,98,64,6,10,44,8,12,68,2,16,24,8,8
2021-05-23,0,7,7,26,21,11,4,5,112,17,3,1,95,23,3,5,19,4,14,1,68,8,7,2,3,11,2,59,4,8,108,49,6,7,36,6,9,72,0,17,22,6,7
2021-05-24,0,7,7,28,16,13,12,10,136,15,3,3,89,28,9,5,15,10,14,5,76,9,19,4,4,26,2,55,3,9,112,111,8,12,39,3,8,111,3,20,28,10,4
2021-05-25,0,9,11,23,32,8,9,6,154,19,3,3,83,26,6,8,15,9,14,6,93,8,11,3,5,10,3,41,1,7,100,86,3,9,39,6,17,95,4,11,26,15,10
2021-05-26,2,10,5,27,28,15,9,6,134,17,3,5,85,23,8,10,4,7,16,5,79,8,12,0,5,19,1,50,3,14,84,66,9,16,48,6,14,89,4,17,25,10,5
